user_id,mpin,pin_length,dob_self,dob_spouse,dob_pet,anniversary_date,label,reason_if_weak,jumbled_self,jumbled_spouse,jumbled_pet,jumbled_anniversary
U0633,880346,6,1983-07-17,1988-07-23,2024-04-18,2022-11-05,STRONG,,1707|0717|1983|8317|8307,8823|2307|8807|0723|1988,1804|2404|0418|2024|2418,2205|1105|0511|2022|2211
U0634,497711,6,1981-10-06,1981-03-12,2015-04-19,2005-02-16,STRONG,,1006|1981|0610|8106|8110,8103|1981|1203|8112|0312,1504|1519|1904|0419|2015,1602|0516|0502|0216|2005
U0635,812047,6,1986-02-10,1990-06-08,2016-07-06,2017-07-16,STRONG,,1986|1002|0210|8610|8602,1990|0806|0608|9006|9008,1606|1607|2016|0607|0706,1707|1607|1716|0716|2017
U0636,358773,6,1985-03-31,1987-10-31,2023-08-25,2002-10-08,STRONG,,3103|8531|0331|8503|1985,8731|1987|1031|3110|8710,2308|2508|0825|2325|2023,0208|0810|1008|0210|2002
U0637,626280,6,1990-02-20,1990-07-08,2021-01-24,2012-10-16,STRONG,,0220|1990|9020|9002|2002,1990|0807|0708|9008|9007,2101|2124|2021|2401|0124,1016|1216|1210|2012|1610
U0638,788084,6,1994-09-29,1991-10-06,2017-04-20,2015-01-04,STRONG,,2909|9409|0929|1994|9429,1006|9106|9110|0610|1991,0420|2004|1704|1720|2017,1504|0401|0104|1501|2015
U0639,654321,6,1975-10-10,1972-08-25,2010-09-09,2010-10-09,WEAK,COMMON_PATTERN,1010|1975|7510,7225|2508|0825|7208|1972,2010|1009|0909,1010|0910|1009|2010
U0640,078392,6,1970-01-16,1968-10-18,2021-08-15,2007-11-07,STRONG,,1970|0116|1601|7016|7001,1968|6810|1018|6818|1810,1508|2021|2115|0815|2108,2007|0711|1107|0707
U0641,955001,6,1980-05-20,1982-05-16,2010-07-07,1998-09-29,STRONG,,8005|0520|1980|8020|2005,0516|8205|1982|8216|1605,2010|1007|0707,9809|1998|2909|0929|9829
U0642,994617,6,1979-12-30,1980-04-28,2014-03-04,2023-03-24,STRONG,,1230|3012|7930|7912|1979,8004|8028|1980|0428|2804,0403|1403|1404|2014|0304,2403|2324|2303|0324|2023
U0643,291560,6,1987-06-13,1982-09-13,2012-07-28,2011-02-23,STRONG,,8706|1987|0613|1306|8713,8209|8213|0913|1309|1982,0728|1207|2807|2012|1228,1102|2302|0223|2011|1123
U0644,616087,6,1995-02-28,1992-07-18,2020-02-08,2017-09-02,STRONG,,1995|0228|9528|2802|9502,0718|9207|1807|9218|1992,0208|2008|0802|2020|2002,0902|1709|0209|1702|2017
U0645,988926,6,1985-01-08,1980-06-22,2011-06-27,2005-08-05,STRONG,,0108|8501|8508|0801|1985,8006|0622|2206|1980|8022,0627|2706|1106|1127|2011,2005|0508|0805|0505
U0646,123456,6,1976-03-01,1971-06-25,2014-05-29,2009-07-02,WEAK,COMMON_PATTERN,7601|1976|0301|7603|0103,0625|1971|2506|7106|7125,1429|1405|0529|2014|2905,2009|0902|0702|0207|0907
U0647,393200,6,1983-09-21,1980-10-30,2016-03-21,2004-04-26,STRONG,,1983|8321|0921|8309|2109,8010|3010|8030|1980|1030,1621|2103|2016|0321|1603,0426|2004|2604|0404
U0648,998775,6,1980-08-24,1979-10-11,2024-04-21,2006-06-02,STRONG,,8008|1980|0824|2408|8024,7911|1110|7910|1979|1011,2104|0421|2404|2024|2421,0606|0602|0206|2006
U0649,044359,6,1981-05-30,1977-12-07,2021-05-10,1997-05-20,STRONG,,1981|8105|3005|0530|8130,7707|1207|7712|0712|1977,2021|0510|2105|2110|1005,9705|9720|1997|0520|2005
U0650,104115,6,1990-12-04,1987-07-05,2021-03-22,2000-10-14,STRONG,,1990|1204|9004|0412|9012,8707|1987|8705|0507|0705,2021|2103|2203|0322|2122,1410|1014|0010|0014|2000
U0651,611294,6,1998-12-15,1995-09-11,2021-02-28,2011-10-17,STRONG,,1998|1512|1215|9815|9812,0911|9511|1995|9509|1109,2021|0228|2802|2102|2128,1110|1017|2011|1710|1117
U0652,000000,6,1988-05-04,1988-02-17,2020-07-13,2004-11-06,WEAK,COMMON_PATTERN,8804|8805|0504|0405|1988,8817|8802|1702|0217|1988,1307|0713|2013|2007|2020,2004|0611|0406|0411|1106
U0653,825309,6,1996-01-25,1994-01-22,2015-09-02,2020-12-24,STRONG,,0125|2501|9601|1996|9625,9422|0122|1994|2201|9401,0902|1502|0209|1509|2015,2412|2012|1224|2024|2020
U0654,654321,6,1983-11-02,1978-08-20,2010-07-29,2014-07-19,WEAK,COMMON_PATTERN,8311|1102|0211|1983|8302,7808|1978|2008|0820|7820,2010|2907|1007|0729|1029,1407|1907|2014|1419|0719
U0655,121212,6,1982-08-18,1979-01-16,2019-02-18,2009-05-03,WEAK,COMMON_PATTERN,8208|8218|1982|1808|0818,7901|7916|0116|1601|1979,2019|1918|1802|1902|0218,2009|0905|0503|0305|0903
U0656,877046,6,1993-10-10,1995-01-26,2011-12-15,2022-09-16,STRONG,,1010|9310|1993,9501|1995|0126|2601|9526,1115|1512|1112|1215|2011,0916|1609|2022|2216|2209
U0657,452924,6,1985-03-15,1988-02-26,2013-07-27,2009-05-10,STRONG,,0315|1503|8515|8503|1985,2602|8826|8802|0226|1988,2707|1327|1307|2013|0727,2009|0510|0910|0905|1005
U0658,058759,6,2001-02-22,2001-08-11,2021-07-26,1998-12-13,STRONG,,0102|0122|2001|0222|2202,0108|1108|0811|2001|0111,0726|2021|2107|2126|2607,1213|1998|9813|1312|9812
U0659,521026,6,1998-07-02,1999-02-22,2012-02-12,2013-11-24,STRONG,,9807|1998|0702|9802|0207,1999|9922|9902|0222|2202,2012|1202|0212|1212,2013|2411|1124|1311|1324
U0660,295451,6,1981-05-06,1977-10-19,2021-10-23,2001-09-14,STRONG,,1981|0506|0605|8105|8106,7710|1910|1019|7719|1977,2310|2021|2123|1023|2110,1409|0114|2001|0109|0914
U0661,341394,6,2003-06-18,2003-12-29,2019-04-29,2015-12-04,STRONG,,0306|1806|0318|0618|2003,2912|1229|0329|0312|2003,2019|2904|0429|1929|1904,1504|1204|1512|0412|2015
U0662,791911,6,1971-10-27,1968-01-22,2015-06-17,2006-02-15,STRONG,,1971|7110|7127|2710|1027,1968|6822|6801|0122|2201,1706|1506|1517|0617|2015,1502|2006|0615|0602|0215
U0663,598517,6,1975-08-15,1976-12-04,2019-03-22,2000-02-15,STRONG,,1975|1508|0815|7508|7515,1976|1204|7612|7604|0412,2019|2203|1903|1922|0322,0015|1502|0215|2000|0002
U0664,643791,6,1970-05-04,1974-08-30,2024-03-14,2005-02-02,STRONG,,7005|1970|0504|7004|0405,0830|3008|1974|7408|7430,2403|2414|1403|0314|2024,2005|0502|0202
U0665,055813,6,1971-10-25,1975-09-07,2019-01-17,1996-11-24,STRONG,,1025|2510|1971|7110|7125,1975|7507|0709|0907|7509,1701|2019|0117|1901|1917,2411|1996|1124|9611|9624
U0666,655226,6,1988-07-18,1991-12-03,2019-12-04,2014-12-09,STRONG,,8818|0718|1807|8807|1988,1203|9103|9112|0312|1991,2019|1204|1912|0412|1904,1409|0912|1412|2014|1209
U0667,514488,6,1997-07-27,1992-06-30,2022-05-27,1996-04-14,STRONG,,2707|9707|0727|1997|9727,3006|0630|9206|1992|9230,2205|2705|0527|2227|2022,1996|0414|9614|1404|9604
U0668,393598,6,1998-11-09,1997-07-13,2022-05-11,1996-01-18,STRONG,,0911|9811|1998|1109|9809,9707|1307|0713|9713|1997,2205|1105|0511|2022|2211,0118|9601|1996|1801|9618
U0669,123456,6,1977-03-25,1976-11-14,2024-02-17,1998-01-01,WEAK,COMMON_PATTERN,0325|7703|7725|1977|2503,7611|1976|7614|1114|1411,2417|1702|2402|2024|0217,1998|9801|0101
U0670,000000,6,1982-01-06,1983-07-06,2016-01-30,2010-03-02,WEAK,COMMON_PATTERN,0601|8206|8201|1982|0106,1983|0607|8306|8307|0706,0130|2016|1630|1601|3001,0302|2010|1002|1003|0203
U0671,431373,6,1998-07-14,1999-06-18,2014-07-24,2022-08-02,STRONG,,9807|1407|9814|1998|0714,1806|1999|9906|0618|9918,1407|2407|1424|2014|0724,0208|2208|0802|2022|2202
U0672,513946,6,1980-01-19,1979-06-09,2012-05-10,2016-11-13,STRONG,,8019|1901|1980|8001|0119,7909|0906|0609|7906|1979,0510|1210|1205|2012|1005,1113|2016|1613|1311|1611
U0673,881575,6,1997-08-31,1993-06-25,2023-10-04,2016-08-21,STRONG,,0831|9708|3108|9731|1997,9325|0625|1993|9306|2506,2310|0410|1004|2304|2023,0821|1621|2016|2108|1608
U0674,986552,6,1994-04-28,1992-05-19,2012-07-04,2008-02-26,STRONG,,9404|1994|0428|9428|2804,1905|0519|9219|1992|9205,1207|1204|2012|0704|0407,0826|2602|2008|0802|0226
U0675,754619,6,1971-09-22,1974-10-30,2022-06-14,2014-07-02,STRONG,,0922|1971|7109|7122|2209,3010|7410|1974|7430|1030,1406|2206|2214|2022|0614,1407|0702|0207|2014|1402
U0676,252346,6,1984-09-05,1988-06-23,2023-12-03,2018-12-11,STRONG,,8409|8405|0905|0509|1984,0623|8823|2306|8806|1988,1203|2312|2303|0312|2023,1811|1112|1812|2018|1211
U0677,654321,6,1987-05-23,1992-04-02,2011-08-05,2016-06-25,WEAK,COMMON_PATTERN,0523|1987|8705|8723|2305,9204|9202|1992|0204|0402,1105|1108|0508|0805|2011,1606|1625|0625|2016|2506
U0678,322282,6,2003-06-18,1998-08-23,2015-07-23,1997-08-30,STRONG,,0306|1806|0318|0618|2003,2308|0823|1998|9823|9808,1523|1507|2307|0723|2015,9708|0830|3008|1997|9730
U0679,654321,6,1982-04-28,1978-06-08,2013-07-17,1998-01-12,WEAK,COMMON_PATTERN,8228|8204|1982|0428|2804,0806|7808|1978|0608|7806,1707|1307|1317|0717|2013,1201|1998|0112|9812|9801
U0680,654321,6,1980-08-23,1975-02-19,2010-12-22,2012-06-03,WEAK,COMMON_PATTERN,8008|2308|0823|8023|1980,1975|7519|7502|0219|1902,2010|1022|2212|1012|1222,0306|1203|1206|2012|0603
U0681,493268,6,1985-11-15,1988-10-05,2011-10-30,2005-06-01,STRONG,,8511|1511|1115|8515|1985,0510|8805|8810|1005|1988,1130|3010|1110|2011|1030,0601|0506|0106|0501|2005
U0682,809767,6,1996-06-03,1997-07-17,2012-12-14,2004-03-26,STRONG,,0306|1996|9606|9603|0603,1707|9707|0717|1997|9717,2012|1412|1212|1214,0426|2004|0326|0403|2603
U0683,297409,6,1982-02-25,1983-09-17,2015-09-05,2002-09-27,STRONG,,8202|8225|2502|1982|0225,1983|1709|8317|0917|8309,1505|0905|1509|0509|2015,2709|0209|0227|0927|2002
U0684,577286,6,1985-10-09,1985-06-28,2024-04-25,2007-09-03,STRONG,,0910|8510|8509|1009|1985,2806|8528|0628|8506|1985,0425|2425|2404|2504|2024,0309|0703|2007|0903|0709
U0685,050156,6,1993-04-16,1995-12-31,2016-04-01,2011-07-27,STRONG,,9316|0416|1993|1604|9304,9531|9512|1231|1995|3112,2016|1604|0104|0401|1601,2707|1107|0727|1127|2011
U0686,504300,6,1979-03-17,1977-02-06,2022-07-31,1998-06-20,STRONG,,1703|7903|7917|0317|1979,7706|7702|0602|0206|1977,2207|2231|0731|2022|3107,2006|9806|1998|0620|9820
U0687,113503,6,1979-03-10,1978-01-27,2012-08-29,2007-08-31,STRONG,,7903|0310|1003|7910|1979,0127|1978|7827|2701|7801,0829|2012|1208|2908|1229,0831|3108|0731|2007|0708
U0688,691074,6,1995-05-20,1998-12-26,2016-11-10,2016-02-21,STRONG,,9505|9520|1995|0520|2005,1998|2612|9826|9812|1226,2016|1610|1110|1611|1011,1602|1621|2016|2102|0221
U0689,066138,6,1981-05-08,1980-04-21,2013-08-02,2001-03-26,STRONG,,8108|1981|0508|0805|8105,8021|8004|2104|0421|1980,0208|1302|2013|0802|1308,0126|2001|0326|2603|0103
U0690,240220,6,1970-04-29,1966-10-11,2019-01-25,2006-03-13,STRONG,,7029|1970|2904|0429|7004,6610|1110|1966|6611|1011,0125|2019|2501|1901|1925,2006|0613|1303|0313|0603
U0691,979739,6,1992-05-04,1996-04-18,2024-03-08,1995-10-14,STRONG,,9204|0504|1992|9205|0405,1996|1804|0418|9604|9618,0308|2403|0803|2408|2024,1410|9514|1014|1995|9510
U0692,520905,6,1995-08-20,1996-07-19,2019-10-04,2015-05-13,STRONG,,9508|9520|1995|2008|0820,1907|1996|9607|9619|0719,2019|0410|1004|1910|1904,1505|1305|0513|1513|2015
U0693,486876,6,1987-06-09,1989-02-15,2016-10-06,2018-04-26,STRONG,,8709|8706|1987|0906|0609,1502|8902|8915|0215|1989,1606|1006|2016|1610|0610,0426|1826|1804|2018|2604
U0694,341786,6,1999-01-20,2000-02-14,2017-08-06,2011-12-26,STRONG,,0120|9901|9920|1999|2001,0214|0014|0002|2000|1402,1708|0806|1706|0608|2017,1112|2612|2011|1226|1126
U0695,394176,6,1977-12-05,1976-02-03,2015-10-02,2010-11-21,STRONG,,7712|7705|1205|0512|1977,0302|1976|7602|7603|0203,1502|0210|1002|1510|2015,2010|2111|1021|1121|1011
U0696,590118,6,1984-11-10,1983-06-07,2024-03-12,2007-03-11,STRONG,,8410|1110|8411|1011|1984,1983|0607|8306|8307|0706,2403|2412|1203|0312|2024,0311|1103|0711|0703|2007
U0697,121212,6,1987-06-02,1982-11-03,2020-09-19,1997-06-21,WEAK,COMMON_PATTERN,8706|1987|0602|0206|8702,0311|8211|1103|1982|8203,2009|0919|2019|1909|2020,2106|1997|9706|9721|0621
U0698,944330,6,2003-04-28,1998-07-29,2018-06-09,1999-08-13,STRONG,,2804|0328|2003|0428|0304,2907|9807|1998|0729|9829,1806|0906|2018|0609|1809,0813|9913|9908|1999|1308
U0699,710454,6,1986-08-30,1989-06-17,2016-11-06,2016-04-21,STRONG,,8630|0830|1986|3008|8608,8906|8917|1706|0617|1989,1606|0611|2016|1106|1611,1621|2016|1604|2104|0421
U0700,922277,6,2000-05-20,2002-07-07,2012-09-02,1998-03-21,STRONG,,0020|0520|0005|2005|2000,0207|0707|2002,0902|0209|2012|1202|1209,0321|2103|1998|9821|9803
U0701,121212,6,1999-07-10,1997-09-01,2020-11-28,2005-05-04,WEAK,COMMON_PATTERN,9907|1007|0710|1999|9910,9709|9701|1997|0109|0901,1128|2028|2811|2011|2020,0505|0405|2005|0504
U0702,310346,6,1981-08-17,1980-06-08,2019-01-04,2005-01-23,STRONG,,0817|1708|1981|8108|8117,8008|0806|8006|0608|1980,2019|0401|0104|1901|1904,0523|2301|0123|0501|2005
U0703,735720,6,2001-02-15,1999-02-21,2021-10-23,1995-01-20,STRONG,,0102|1502|0115|2001|0215,9921|1999|2102|0221|9902,2310|2021|2123|1023|2110,9501|0120|9520|1995|2001
U0704,746918,6,1970-04-25,1968-06-24,2017-01-04,1999-11-15,STRONG,,1970|0425|7004|7025|2504,1968|0624|6824|6806|2406,1701|0401|0104|1704|2017,1511|1115|9911|1999|9915
U0705,743961,6,1997-06-03,1997-09-05,2014-06-05,2011-10-20,STRONG,,0306|1997|9706|9703|0603,9705|9709|0905|1997|0509,1406|0506|0605|1405|2014,2010|1120|1110|2011|1020
U0706,912583,6,1990-07-11,1985-12-20,2019-03-16,2007-11-04,STRONG,,9011|1990|1107|0711|9007,8512|8520|2012|1220|1985,2019|0316|1916|1903|1603,0411|1104|0704|0711|2007
U0707,306818,6,1974-01-14,1970-03-08,2023-07-12,2003-04-27,STRONG,,1401|7401|0114|1974|7414,0308|1970|0803|7003|7008,1207|2312|0712|2307|2023,0427|0327|2003|2704|0304
U0708,564169,6,2000-01-21,1995-08-19,2013-11-17,2011-12-21,STRONG,,2101|0001|0021|0121|2000,9508|9519|1995|1908|0819,1317|2013|1311|1711|1117,1221|1112|1121|2112|2011
U0709,258025,6,1970-03-17,1966-01-08,2021-01-07,2016-10-02,WEAK,COMMON_PATTERN,1703|1970|0317|7003|7017,0108|0801|6601|1966|6608,2101|0107|2021|2107|0701,1602|2016|0210|1610|1002
U0710,284442,6,1990-01-22,1987-09-20,2012-04-15,2006-02-27,STRONG,,1990|9022|0122|9001|2201,8709|2009|1987|0920|8720,1504|1204|2012|1215|0415,0627|2006|0227|0602|2702
U0711,489640,6,1984-05-14,1984-10-19,2014-05-13,1999-07-01,STRONG,,8414|8405|0514|1405|1984,8419|8410|1910|1019|1984,1413|1305|1405|0513|2014,9907|0107|9901|1999|0701
U0712,583720,6,1974-09-13,1974-02-07,2016-05-12,1996-07-06,STRONG,,7409|0913|1309|1974|7413,7402|0702|1974|0207|7407,1612|2016|1205|0512|1605,1996|9607|9606|0607|0706
U0713,989647,6,1999-02-20,2001-05-29,2015-09-15,1997-02-11,STRONG,,0220|9920|1999|9902|2002,0129|0105|0529|2001|2905,1515|1509|0915|2015,1102|0211|9702|1997|9711
U0714,192554,6,1993-12-15,1994-03-14,2011-03-25,2011-11-21,STRONG,,9312|1993|9315|1512|1215,1994|9403|1403|0314|9414,1103|0325|2011|1125|2503,2111|1121|1111|2011
U0715,279907,6,1974-02-11,1977-02-18,2021-10-03,2020-06-29,STRONG,,1102|7402|0211|1974|7411,7702|1802|7718|0218|1977,0310|2021|2103|1003|2110,0629|2906|2006|2029|2020
U0716,064276,6,1993-11-25,1989-09-10,2022-11-29,2011-05-09,STRONG,,9325|2511|1993|9311|1125,8909|0910|8910|1009|1989,2229|1129|2022|2911|2211,1105|0905|2011|0509|1109
U0717,054623,6,1970-03-29,1973-05-17,2016-01-04,1996-08-05,STRONG,,7029|1970|2903|7003|0329,7317|1705|7305|1973|0517,2016|0104|1604|0401|1601,1996|0508|0805|9605|9608
U0718,487640,6,1976-03-15,1971-08-03,2019-08-01,2020-06-27,STRONG,,1976|0315|7603|1503|7615,0308|0803|1971|7103|7108,0108|2019|0801|1901|1908,0627|2706|2027|2006|2020
U0719,509500,6,1983-03-18,1986-07-07,2012-03-18,2003-02-08,STRONG,,1983|8303|0318|8318|1803,0707|8607|1986,1218|1203|0318|2012|1803,0302|0208|0308|0802|2003
U0720,767256,6,1999-09-17,1999-10-25,2011-12-13,2014-03-11,STRONG,,9917|1709|9909|1999|0917,1025|2510|9925|1999|9910,1113|1213|1112|1312|2011,0311|1103|1403|2014|1411
U0721,147492,6,1978-01-01,1978-02-20,2020-04-05,2011-02-01,STRONG,,1978|7801|0101,0220|7802|1978|7820|2002,2004|2020|0405|0504|2005,1102|0102|0201|2011|1101
U0722,256886,6,1997-06-22,1998-01-02,2020-02-25,2018-05-20,STRONG,,9722|0622|2206|1997|9706,0102|1998|0201|9802|9801,2502|2025|0225|2020|2002,2018|1805|0520|1820|2005
U0723,204126,6,1977-09-03,1974-04-28,2024-10-28,2023-08-10,STRONG,,7709|0309|7703|0903|1977,7428|7404|1974|0428|2804,2410|2428|1028|2024|2810,2310|0810|2308|1008|2023
U0724,160003,6,1975-05-06,1976-12-12,2016-07-21,2005-06-06,STRONG,,1975|7506|0506|0605|7505,1212|1976|7612,1621|2107|1607|2016|0721,0506|0606|2005
U0725,654321,6,1981-05-25,1985-03-08,2015-11-21,2019-11-26,WEAK,COMMON_PATTERN,1981|2505|8105|8125|0525,0308|0803|8508|8503|1985,1511|2111|1121|1521|2015,2611|2019|1911|1926|1126
U0726,111111,6,1982-10-17,1980-08-18,2020-02-12,2001-02-08,WEAK,COMMON_PATTERN,1017|8217|1982|1710|8210,8008|1980|8018|1808|0818,0212|2012|1202|2020|2002,0208|0102|0108|0802|2001
U0727,123456,6,1972-05-10,1974-04-11,2024-11-10,2002-02-19,WEAK,COMMON_PATTERN,0510|7210|7205|1972|1005,7404|0411|1104|1974|7411,2411|2410|1110|2024|1011,1902|0202|0219|2002
U0728,258566,6,2003-01-18,2007-08-28,2014-12-23,2014-01-01,STRONG,,0118|0318|0301|1801|2003,0728|2808|0828|2007|0708,2014|2312|1423|1412|1223,2014|1401|0101
U0729,518471,6,1993-07-30,1992-01-16,2019-09-09,2009-11-16,STRONG,,9330|1993|0730|3007|9307,0116|1601|1992|9201|9216,1909|0909|2019,0916|2009|0911|1611|1116
U0730,216586,6,1978-02-21,1980-04-03,2019-11-03,1996-03-04,STRONG,,7821|7802|1978|2102|0221,8003|8004|1980|0403|0304,0311|1103|2019|1903|1911,1996|0403|9603|9604|0304
U0731,326370,6,1978-11-12,1975-03-27,2012-10-25,1995-11-14,STRONG,,7812|1978|7811|1112|1211,1975|2703|7527|0327|7503,1025|2510|1210|2012|1225,9514|9511|1995|1114|1411
U0732,641728,6,1988-11-10,1993-06-24,2013-04-23,1998-11-05,STRONG,,8811|1110|8810|1011|1988,1993|9306|0624|9324|2406,2013|1323|1304|0423|2304,9805|1105|1998|0511|9811
U0733,252656,6,1976-09-15,1979-02-12,2020-02-29,2021-01-21,STRONG,,7609|1976|1509|0915|7615,0212|7902|1202|7912|1979,2902|2029|2020|0229|2002,2101|2121|2021|0121
U0734,654321,6,1975-02-11,1979-05-29,2011-05-28,2012-09-03,WEAK,COMMON_PATTERN,1975|1102|7511|0211|7502,7929|0529|1979|7905|2905,1128|1105|2805|0528|2011,1203|0309|2012|0903|1209
U0735,306911,6,2001-11-16,1999-12-12,2023-03-09,1998-02-23,STRONG,,0116|2001|0111|1611|1116,1999|9912|1212,0309|2309|2303|0903|2023,1998|2302|0223|9823|9802
U0736,039771,6,1970-12-31,1966-07-14,2016-11-02,1996-11-17,STRONG,,1970|7012|1231|3112|7031,1407|6607|0714|1966|6614,1602|1102|0211|2016|1611,9617|1996|9611|1711|1117
U0737,654321,6,1998-09-30,1994-02-01,2014-10-21,2023-04-12,WEAK,COMMON_PATTERN,1998|3009|9830|0930|9809,0102|0201|1994|9401|9402,1410|2014|1021|2110|1421,1204|2312|0412|2304|2023
U0738,989855,6,1992-05-02,1997-10-28,2022-05-23,1996-07-13,STRONG,,0502|9202|1992|0205|9205,9710|1997|1028|2810|9728,2205|0523|2305|2022|2223,1307|0713|1996|9607|9613
U0739,260586,6,1988-06-30,1991-04-05,2010-01-18,2003-08-25,STRONG,,3006|0630|8830|8806|1988,9104|9105|0504|0405|1991,2010|0118|1018|1001|1801,0308|0325|2508|0825|2003
U0740,111111,6,1983-07-21,1978-10-21,2018-08-16,2000-08-02,WEAK,COMMON_PATTERN,1983|2107|8321|8307|0721,7821|1978|7810|1021|2110,0816|1816|2018|1808|1608,0208|0802|0008|2000|0002
U0741,027569,6,1992-02-07,1987-01-31,2022-05-25,2016-09-12,STRONG,,9207|0702|9202|0207|1992,8731|1987|0131|3101|8701,2225|2205|2505|2022|0525,1612|1609|0912|2016|1209
U0742,258025,6,1972-03-14,1967-02-21,2014-06-02,2021-06-02,WEAK,COMMON_PATTERN,7214|7203|1403|0314|1972,1967|6721|6702|2102|0221,1406|0602|0206|2014|1402,2021|2106|0602|2102|0206
U0743,984785,6,2000-09-18,1997-02-06,2014-09-01,1998-09-25,STRONG,,0009|0018|0918|1809|2000,9702|9706|0602|1997|0206,1409|1401|2014|0109|0901,1998|9825|0925|2509|9809
U0744,000000,6,1972-10-10,1977-12-21,2022-02-08,2006-12-13,WEAK,COMMON_PATTERN,1010|7210|1972,7721|7712|1221|2112|1977,0208|2208|0802|2022|2202,1213|2006|0613|1312|0612
U0745,000000,6,1996-08-03,1998-07-11,2016-10-13,1997-01-12,WEAK,COMMON_PATTERN,0308|1996|0803|9608|9603,9807|1107|9811|1998|0711,1310|1013|2016|1613|1610,1201|9712|9701|0112|1997
U0746,121212,6,1993-12-07,1988-04-23,2019-10-20,1998-10-21,WEAK,COMMON_PATTERN,1207|9312|1993|0712|9307,8804|0423|8823|2304|1988,2010|2019|1910|1920|1020,1998|1021|9821|9810|2110
U0747,431201,6,1970-03-02,1965-09-24,2014-01-06,2018-10-06,STRONG,,0302|1970|7003|7002|0203,2409|6524|1965|6509|0924,1406|0601|1401|2014|0106,1006|1806|1810|2018|0610
U0748,218943,6,1998-08-14,1997-12-14,2011-03-16,2016-08-15,STRONG,,1408|0814|9814|1998|9808,9712|9714|1214|1412|1997,1103|0316|2011|1116|1603,1508|0815|2016|1608|1615
U0749,871534,6,1971-04-14,1975-05-27,2015-08-12,2017-03-18,STRONG,,1971|7104|0414|1404|7114,1975|2705|0527|7527|7505,1508|1512|1208|0812|2015,1703|0318|1718|2017|1803
U0750,654321,6,1974-09-23,1970-12-09,2024-07-05,2010-03-03,WEAK,COMMON_PATTERN,7409|1974|0923|2309|7423,1970|7012|0912|7009|1209,2407|0507|2405|0705|2024,2010|1003|0303
U0751,599894,6,1977-12-26,1981-05-07,2024-08-19,2011-04-24,STRONG,,7712|2612|7726|1226|1977,1981|0507|8105|0705|8107,2419|2408|1908|0819|2024,0424|1124|1104|2011|2404
U0752,177542,6,1976-11-19,1976-11-25,2014-07-29,2015-01-19,STRONG,,7619|7611|1976|1119|1911,7611|1976|2511|1125|7625,2907|1407|1429|0729|2014,1519|1501|1901|0119|2015
U0753,135579,6,1984-11-25,1983-04-16,2021-02-15,2000-08-07,STRONG,,8425|2511|1125|8411|1984,0416|1983|8304|1604|8316,1502|2021|2115|2102|0215,0007|0807|0708|2000|0008
U0754,065267,6,1979-10-22,1977-03-10,2015-12-14,1996-08-11,STRONG,,7922|1022|7910|2210|1979,0310|7710|1003|7703|1977,1514|1214|1512|1412|2015,1996|1108|0811|9611|9608
U0755,258025,6,1974-08-12,1969-07-21,2017-12-06,2015-11-13,WEAK,COMMON_PATTERN,1974|7408|7412|1208|0812,6907|1969|2107|6921|0721,1706|1206|1712|0612|2017,1511|1113|1311|1513|2015
U0756,863952,6,2000-10-03,2001-04-29,2013-05-21,2020-11-27,STRONG,,0310|0010|0003|1003|2000,0129|2904|0429|0104|2001,0521|2013|2105|1305|1321,2027|2711|1127|2011|2020
U0757,258025,6,1992-04-02,1990-10-26,2015-05-21,2011-10-17,WEAK,COMMON_PATTERN,9204|9202|1992|0204|0402,1990|9026|9010|2610|1026,0521|1505|2105|1521|2015,1110|1017|2011|1710|1117
U0758,997817,6,1989-05-15,1990-06-12,2016-05-09,2018-11-11,STRONG,,8905|0515|1505|8915|1989,1990|1206|9006|0612|9012,1609|2016|0905|1605|0509,2018|1811|1111
U0759,123456,6,2002-12-09,1997-08-26,2013-11-17,2019-09-20,WEAK,COMMON_PATTERN,0212|0912|0209|1209|2002,9708|0826|1997|2608|9726,1317|2013|1311|1711|1117,2009|2019|0920|1920|1909
U0760,896287,6,1994-12-18,1998-10-31,2014-08-22,2016-02-29,STRONG,,1218|9418|1994|1812|9412,1031|1998|3110|9831|9810,1408|2208|1422|0822|2014,1602|2016|2902|0229|1629
U0761,062567,6,1984-05-12,1981-03-26,2011-01-03,2002-01-17,STRONG,,8405|1205|0512|8412|1984,8103|8126|1981|0326|2603,1103|0301|2011|1101|0103,1701|0201|0117|0217|2002
U0762,396814,6,1991-09-27,1996-11-30,2017-12-30,2011-09-06,STRONG,,2709|0927|9109|1991|9127,1130|1996|3011|9611|9630,1230|1730|3012|1712|2017,1106|0906|0609|2011|1109
U0763,923370,6,1974-03-17,1977-12-09,2016-06-14,2009-10-16,STRONG,,1703|0317|7417|1974|7403,7709|1209|7712|0912|1977,1606|1406|2016|1614|0614,0916|2009|1016|0910|1610
U0764,695244,6,1983-05-16,1978-02-20,2021-11-03,2006-07-23,STRONG,,0516|1983|8305|1605|8316,0220|7802|1978|7820|2002,0311|1103|2021|2103|2111,2006|0623|2307|0607|0723
U0765,560293,6,2001-02-15,2004-01-12,2010-04-25,2023-06-05,STRONG,,0102|1502|0115|2001|0215,1201|2004|0401|0112|0412,2010|1025|0425|1004|2504,0506|0605|2305|2306|2023
